,album_name,album_id,artist_name,artist_id,song_name,release_date,album_uri,song_id,uri,duration_ms,explicit,popularity,playlist_id,playlist_name
71,Hit Me Up,0sWQFBl9e6A9tL4CqFT9X8,Omar Apollo,5FxD8fkQZ6KcsSYupDVoSO,Hit Me Up,2019-11-05,spotify:album:0sWQFBl9e6A9tL4CqFT9X8,0Lhy1sDDdtUFY2pyq2ZVi9,spotify:track:0Lhy1sDDdtUFY2pyq2ZVi9,160000,True,64,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
72,Hit Me Up,0sWQFBl9e6A9tL4CqFT9X8,Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,Hit Me Up,2019-11-05,spotify:album:0sWQFBl9e6A9tL4CqFT9X8,0Lhy1sDDdtUFY2pyq2ZVi9,spotify:track:0Lhy1sDDdtUFY2pyq2ZVi9,160000,True,64,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
73,Hit Me Up,0sWQFBl9e6A9tL4CqFT9X8,Kenny Beats,1rHOtdmGNr5vcYNw5v7QGC,Hit Me Up,2019-11-05,spotify:album:0sWQFBl9e6A9tL4CqFT9X8,0Lhy1sDDdtUFY2pyq2ZVi9,spotify:track:0Lhy1sDDdtUFY2pyq2ZVi9,160000,True,64,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
74,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),2HZuNcdyDP2IA2T7MtTWcv,Free Nationals,4596e2d3KmYzAeVenjCxfj,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),2018-10-10,spotify:album:2HZuNcdyDP2IA2T7MtTWcv,4ej94zqr9xYLbWphCH3TcD,spotify:track:4ej94zqr9xYLbWphCH3TcD,277046,True,52,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
75,Shibuya,5COwxcrDHpm6t439Cuba4p,Free Nationals,4596e2d3KmYzAeVenjCxfj,Shibuya,2019-11-08,spotify:album:5COwxcrDHpm6t439Cuba4p,5G7602PyF33hYDi4utEpoZ,spotify:track:5G7602PyF33hYDi4utEpoZ,144515,False,51,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
76,Something About Us (instrumental),6IEZdQozsCqWCPZQDfQLqS,Kaminsky,2fG76qj8LhS6jhyZuqaUkm,Something About Us (instrumental),2013,spotify:album:6IEZdQozsCqWCPZQDfQLqS,3AqXknt2P2FDcgasp4VVNI,spotify:track:3AqXknt2P2FDcgasp4VVNI,261381,False,40,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
77,Paint California,48pAFeFkeIcpZ3X2wGp5Lm,NoMBe,5Lhxlge1CR1DrgDAje8Qaw,Paint California,2019-12-04,spotify:album:48pAFeFkeIcpZ3X2wGp5Lm,2ZlgqiomIrjvkuWFDSVOLY,spotify:track:2ZlgqiomIrjvkuWFDSVOLY,207133,False,57,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
78,Downtown Love,3wPK4QuD4gCPaOfosQfFyO,Calvin Priice,55Z3Xi6ID6z799AyGHjr6u,Downtown Love,2018-05-13,spotify:album:3wPK4QuD4gCPaOfosQfFyO,5cnD97Kg28dJGGdBv72sDl,spotify:track:5cnD97Kg28dJGGdBv72sDl,196082,True,34,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
79,Bad Groove,2L9RuvDYq8NFqJZihRqa4f,Ks French,1ew9xfiJEQ4Suu9JaqQn05,Baltisoul,2018-03-27,spotify:album:2L9RuvDYq8NFqJZihRqa4f,3VStQ5giIkRU9Rjh31TGH8,spotify:track:3VStQ5giIkRU9Rjh31TGH8,246368,False,41,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
80,Never Enough,5Lk5Yg8CubPo7dxbY2ZDnE,Satin Jackets,5Gn7NoCZvbVlGgtZMILRcv,Never Enough - CASSARA Remix,2017-01-13,spotify:album:5Lk5Yg8CubPo7dxbY2ZDnE,5FLjLgqVsITzgEV9KNncTr,spotify:track:5FLjLgqVsITzgEV9KNncTr,447261,False,47,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
81,Honest,2cIbw9kDyasNMaXdTc6rrs,Koji.,5CwnPLe14OgA87UgZhzDBc,Honest,2017-11-26,spotify:album:2cIbw9kDyasNMaXdTc6rrs,2HytB9M0U9L8fmrDFvDgXD,spotify:track:2HytB9M0U9L8fmrDFvDgXD,194157,False,44,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
82,Disco Reggae,5Wiqlnm1WL65Oae5PWNBcx,Various Artists,0LyfQWJT6nXafLPZqxe9Of,Move on Up,2013-11-15,spotify:album:5Wiqlnm1WL65Oae5PWNBcx,2WaesAINqa4dKnLVu8JQKS,spotify:track:2WaesAINqa4dKnLVu8JQKS,292571,False,51,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
83,What Comes Next,2RasvcK0I8bupLoVNuQKZv,Cosmo's Midnight,4VivsO1n4n2Mi2Btyb5gfL,Get To Know (feat. Winston Surfshirt),2018-06-15,spotify:album:2RasvcK0I8bupLoVNuQKZv,1LvASuCm9gPr9684FFNKdt,spotify:track:1LvASuCm9gPr9684FFNKdt,243599,False,56,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
84,Soaked,2NGzabvp5ydACyZmizPmBf,BENEE,0Cp8WN4V8Tu4QJQwCN5Md4,Soaked,2019-04-05,spotify:album:2NGzabvp5ydACyZmizPmBf,5p80uI2FhYGQZJRfzy7mb6,spotify:track:5p80uI2FhYGQZJRfzy7mb6,240986,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
85,Quiet Ferocity,0RSKnjggldZx2NrKSOD913,The Jungle Giants,6wFwvxJkurQPU2UdeD4qVt,On Your Way Down,2017-07-07,spotify:album:0RSKnjggldZx2NrKSOD913,6ECcJlfjh2F1LJxe74qKnJ,spotify:track:6ECcJlfjh2F1LJxe74qKnJ,225000,False,58,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
86,The Way That You Move,4T6HAhjT5JAstqkSB5ule2,Kwaku Asante,2aUr9B6iwO3eYiEHJIpB0M,The Way That You Move,2018-07-13,spotify:album:4T6HAhjT5JAstqkSB5ule2,1z0qfVExBs3b3dctr4ZlCD,spotify:track:1z0qfVExBs3b3dctr4ZlCD,220943,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
87,Yummy,1SN6N3fNkZk5oXQ9X46QZ3,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Yummy,2020-01-03,spotify:album:1SN6N3fNkZk5oXQ9X46QZ3,41L3O37CECZt3N7ziG2z7l,spotify:track:41L3O37CECZt3N7ziG2z7l,210426,False,76,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
88,Scene,3Eq7lSl4bvV5CNP6IbLkkl,Rad Museum,6UdKtISMXYKSR8jcgtFePo,Tiny Little Boy,2017-10-26,spotify:album:3Eq7lSl4bvV5CNP6IbLkkl,63oTx2gvxdNv9qGYQCA005,spotify:track:63oTx2gvxdNv9qGYQCA005,191000,False,47,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
89,Summer Days,4uqJIUuSpvidPfFLDkAmHP,Saib,6N4HlHINMvoTyAL0yhBUCk,Sao Paulo Sunset,2019-03-08,spotify:album:4uqJIUuSpvidPfFLDkAmHP,0vTJP35J4M1PY9iAA8UmbV,spotify:track:0vTJP35J4M1PY9iAA8UmbV,207401,False,55,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
90,Rare,3YPFaTR7WMi1Hd4NVKdCJx,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,Ring,2020-01-10,spotify:album:3YPFaTR7WMi1Hd4NVKdCJx,11Ey4yJVeWEsA73KjACkVY,spotify:track:11Ey4yJVeWEsA73KjACkVY,148776,False,58,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
91,Just A While,1eC6FOrKwPTLovOIsCxCz4,Sturla Atlas,7yuLFZmY5CuPf81al33Ot2,Just A While,2019-06-21,spotify:album:1eC6FOrKwPTLovOIsCxCz4,6GVWKfRIG6KkZ6DFCTYGva,spotify:track:6GVWKfRIG6KkZ6DFCTYGva,192333,False,21,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
92,Just A While,1eC6FOrKwPTLovOIsCxCz4,Auður,21SqAOtuXFpwygK1GNxjTm,Just A While,2019-06-21,spotify:album:1eC6FOrKwPTLovOIsCxCz4,6GVWKfRIG6KkZ6DFCTYGva,spotify:track:6GVWKfRIG6KkZ6DFCTYGva,192333,False,21,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
93,Can't Help the Way,35Nm9X5JeMztg5Y7u6JrtO,Foley,776HGV4QHksTaUaawD9DnE,Can't Help the Way,2019-06-28,spotify:album:35Nm9X5JeMztg5Y7u6JrtO,6CUugPwgI9yd0iPdMFkClA,spotify:track:6CUugPwgI9yd0iPdMFkClA,189857,False,3,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
94,Mandy & The Jungle,4IMFZY59ree679oXQS36xM,Cruel Santino,15GgEOJiFyjQm4tZ4D7qih,Monte Claire,2019-05-17,spotify:album:4IMFZY59ree679oXQS36xM,357A38eIc5S73mWDD9oei1,spotify:track:357A38eIc5S73mWDD9oei1,166153,True,32,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
95,Little Girl,4UTFZ9alrLbRyA4GdiSbw7,SASO,17cTF8IhnRgPTFruvNlrIS,Little Girl,2019-04-12,spotify:album:4UTFZ9alrLbRyA4GdiSbw7,7jhItbz47nxN7tAaiXf2R8,spotify:track:7jhItbz47nxN7tAaiXf2R8,174315,False,5,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
96,Goodnightmare,7bVIynTZaUMnXaPydLxksb,Fake Fake,43nxlJkq1IwAYVZtTWo5kv,Goodnightmare,2019-05-10,spotify:album:7bVIynTZaUMnXaPydLxksb,4tUV3qVS1tIT5K2vbwo7Kh,spotify:track:4tUV3qVS1tIT5K2vbwo7Kh,209361,False,23,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
97,Dicaprio On Acid,5RW17axUvUWn1pvYwaEA4g,neumodel,4wiTMr3PA4rslJzqx4QO5f,Dicaprio On Acid,2016-05-06,spotify:album:5RW17axUvUWn1pvYwaEA4g,4HKl7nxuuky1ICnldu6Jvz,spotify:track:4HKl7nxuuky1ICnldu6Jvz,194546,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
98,Never Come Back,76dRaSjXnS4sc95zn1KEbc,Caribou,4aEnNH9PuU1HF3TsZTru54,You and I,2020-01-28,spotify:album:76dRaSjXnS4sc95zn1KEbc,4lZlquzJF4AfND0nU5kcmj,spotify:track:4lZlquzJF4AfND0nU5kcmj,243946,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
99,Prime of Your Life,1HsFfl5EWqDX5cW5uerxdt,Saint DX,4AHuSBzDte0ospEtW9rL18,Prime of Your Life,2019-09-18,spotify:album:1HsFfl5EWqDX5cW5uerxdt,02fMscVZ46N4l46yHZQkqT,spotify:track:02fMscVZ46N4l46yHZQkqT,216546,False,35,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
100,False Alarm,6dVoyecmTOPWnkZD8HCfvd,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,Think,2019-06-21,spotify:album:6dVoyecmTOPWnkZD8HCfvd,5TocQE0LESbiqk6sd3Y5Hm,spotify:track:5TocQE0LESbiqk6sd3Y5Hm,231927,False,33,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
101,The Movement of Time,1cugVoYkqQKSYUBqbopDsn,APRE,16oEz0ihXl8elwxOS0YMNF,All Yours,2018-05-25,spotify:album:1cugVoYkqQKSYUBqbopDsn,76S0dx36oCAMgqfXlVUQeZ,spotify:track:76S0dx36oCAMgqfXlVUQeZ,173586,False,51,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
102,AFRAID OF THE DARK EP,3luukWHgKthnODrdHcnjdS,EZI,6JINIoM2HUR5ZNTJwoR9eC,DaNcing in a RoOm,2018-01-12,spotify:album:3luukWHgKthnODrdHcnjdS,2zTjF6OGxklU5Ulv7iTf4R,spotify:track:2zTjF6OGxklU5Ulv7iTf4R,208605,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
103,Enginn eins og þú,3Zy5JeAC6Zw27VRk2e1XEq,Auður,21SqAOtuXFpwygK1GNxjTm,Enginn eins og þú,2019-06-07,spotify:album:3Zy5JeAC6Zw27VRk2e1XEq,3bzP8lZJWmuhpdnfDP1rTq,spotify:track:3bzP8lZJWmuhpdnfDP1rTq,181226,False,40,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
104,It's Time,457fktVFXVwjQTl9wOLlfg,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,Feeling Good,2005-02-08,spotify:album:457fktVFXVwjQTl9wOLlfg,72PwtNhRrZXNnYeRg5xQ46,spotify:track:72PwtNhRrZXNnYeRg5xQ46,237333,False,40,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
105,We Dont Need To Dance,7MNXIhkcKmie9wrqGC1Uqo,Castelle,4EDL1aHoT46jRLUjubeVNM,We Don't Need To Dance,2018-04-06,spotify:album:7MNXIhkcKmie9wrqGC1Uqo,76c9yn9NDJDYswNcJIBT7c,spotify:track:76c9yn9NDJDYswNcJIBT7c,159094,False,34,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
106,We Dont Need To Dance,7MNXIhkcKmie9wrqGC1Uqo,Nic Hanson,1NrFTpkB0RvbVLYl0p5Xvc,We Don't Need To Dance,2018-04-06,spotify:album:7MNXIhkcKmie9wrqGC1Uqo,76c9yn9NDJDYswNcJIBT7c,spotify:track:76c9yn9NDJDYswNcJIBT7c,159094,False,34,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
107,No Label II,56PJDByaunMWwCqs5rV3Nc,Migos,6oMuImdp5ZcFhWP0ESe6mG,Fight Night,2014-06-03,spotify:album:56PJDByaunMWwCqs5rV3Nc,2n5gVJ9fzeX2SSWlLQuyS9,spotify:track:2n5gVJ9fzeX2SSWlLQuyS9,216247,True,68,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
108,Yung Rich Nation,0sv4nM5FtA8Y3DrvG4CXH8,Migos,6oMuImdp5ZcFhWP0ESe6mG,Pipe It Up,2015-07-31,spotify:album:0sv4nM5FtA8Y3DrvG4CXH8,6eBrlbv2HMYcldwjoMWIrC,spotify:track:6eBrlbv2HMYcldwjoMWIrC,206266,True,53,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
109,JEFFERY,7EpUpNUkkEGnaCvkcn1j4H,Young Thug,50co4Is1HCEo8bhOyUWKpn,"Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna)",2016-08-26,spotify:album:7EpUpNUkkEGnaCvkcn1j4H,5ALc7rbru6QOLGodVSDocc,spotify:track:5ALc7rbru6QOLGodVSDocc,358506,True,57,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
110,Slime Season 3,2z4c8M8aVzl7CTobIp36KF,Young Thug,50co4Is1HCEo8bhOyUWKpn,With Them,2016-03-25,spotify:album:2z4c8M8aVzl7CTobIp36KF,0tISnxqgVmxqhVghsTi2Rr,spotify:track:0tISnxqgVmxqhVghsTi2Rr,197746,True,58,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
111,Slime Season 3,2z4c8M8aVzl7CTobIp36KF,Young Thug,50co4Is1HCEo8bhOyUWKpn,With Them,2016-03-25,spotify:album:2z4c8M8aVzl7CTobIp36KF,0tISnxqgVmxqhVghsTi2Rr,spotify:track:0tISnxqgVmxqhVghsTi2Rr,197746,True,58,1V9wButKEb5GJDshdKUGeN,werk
112,Slime Season 3,2z4c8M8aVzl7CTobIp36KF,Young Thug,50co4Is1HCEo8bhOyUWKpn,With Them,2016-03-25,spotify:album:2z4c8M8aVzl7CTobIp36KF,0tISnxqgVmxqhVghsTi2Rr,spotify:track:0tISnxqgVmxqhVghsTi2Rr,197746,True,58,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
113,Slime Season 3,2z4c8M8aVzl7CTobIp36KF,Young Thug,50co4Is1HCEo8bhOyUWKpn,With Them,2016-03-25,spotify:album:2z4c8M8aVzl7CTobIp36KF,0tISnxqgVmxqhVghsTi2Rr,spotify:track:0tISnxqgVmxqhVghsTi2Rr,197746,True,58,1V9wButKEb5GJDshdKUGeN,werk
114,I'm Up,4sAB9WulPpnAcig7alDGTg,Young Thug,50co4Is1HCEo8bhOyUWKpn,F Cancer (Boosie) [feat. Quavo],2016-02-05,spotify:album:4sAB9WulPpnAcig7alDGTg,1qPK58q90l8KNoWyXsLI2Y,spotify:track:1qPK58q90l8KNoWyXsLI2Y,249639,True,49,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
115,Champions,1xuSorM2dDIiB5zhftB5NY,Various Artists,0LyfQWJT6nXafLPZqxe9Of,Champions,2016-06-10,spotify:album:1xuSorM2dDIiB5zhftB5NY,2nBI3iWLhupR7LyAJ5GGkE,spotify:track:2nBI3iWLhupR7LyAJ5GGkE,334253,True,68,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
116,Stay Trippy (Deluxe),1r8dmj9V9ccKNlnLEtFuIH,Juicy J,5gCRApTajqwbnHHPbr2Fpi,One of Those Nights (feat. The Weeknd),2013-12-06,spotify:album:1r8dmj9V9ccKNlnLEtFuIH,6Jc69KjFo9QNailcyDJh2I,spotify:track:6Jc69KjFo9QNailcyDJh2I,256026,True,56,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
117,EVOL,3jJKDKdlwRS584zUlHV2Ly,Future,1RyvyyTE3xzB2ZywiAwp0i,Low Life (feat. The Weeknd),2016-04-13,spotify:album:3jJKDKdlwRS584zUlHV2Ly,7EiZI6JVHllARrX9PUvAdX,spotify:track:7EiZI6JVHllARrX9PUvAdX,313546,True,75,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
118,What A Time To Be Alive,1ozpmkWcCHwsQ4QTnxOOdT,Drake,3TVXtAsR1Inumwj472S9r4,Jumpman,2015-09-20,spotify:album:1ozpmkWcCHwsQ4QTnxOOdT,27GmP9AWRs744SzKcpJsTZ,spotify:track:27GmP9AWRs744SzKcpJsTZ,205879,True,74,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
119,What A Time To Be Alive,1ozpmkWcCHwsQ4QTnxOOdT,Future,1RyvyyTE3xzB2ZywiAwp0i,Jumpman,2015-09-20,spotify:album:1ozpmkWcCHwsQ4QTnxOOdT,27GmP9AWRs744SzKcpJsTZ,spotify:track:27GmP9AWRs744SzKcpJsTZ,205879,True,74,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
120,DS2 (Deluxe),0fUy6IdLHDpGNwavIlhEsl,Future,1RyvyyTE3xzB2ZywiAwp0i,F*ck Up Some Commas,2015-07-17,spotify:album:0fUy6IdLHDpGNwavIlhEsl,49zD0wr2S3d0lZPib0K4e1,spotify:track:49zD0wr2S3d0lZPib0K4e1,237400,True,67,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
121,Fan of A Fan The Album (Expanded Edition),4neocSMt40stXKK2B8Sy2G,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,Bitches N Marijuana (feat. ScHoolboy Q),2015-02-24,spotify:album:4neocSMt40stXKK2B8Sy2G,3PiLfzEXHrvT1oJKR8PAJt,spotify:track:3PiLfzEXHrvT1oJKR8PAJt,254693,True,61,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
122,Fan of A Fan The Album (Expanded Edition),4neocSMt40stXKK2B8Sy2G,Tyga,5LHRHt1k9lMyONurDHEdrp,Bitches N Marijuana (feat. ScHoolboy Q),2015-02-24,spotify:album:4neocSMt40stXKK2B8Sy2G,3PiLfzEXHrvT1oJKR8PAJt,spotify:track:3PiLfzEXHrvT1oJKR8PAJt,254693,True,61,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
123,No Shopping,7ARKCQ9oUwwfWT36VhQ7V5,French Montana,6vXTefBL93Dj5IqAWq6OTv,No Shopping,2016-07-17,spotify:album:7ARKCQ9oUwwfWT36VhQ7V5,0Di26AbdtizzHkFstPyt7A,spotify:track:0Di26AbdtizzHkFstPyt7A,227727,True,47,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
124,ALWAYS STRIVE AND PROSPER,2h5LDCGJCWUyaoEXQZHky6,A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL,New Level (feat. Future),2016-06-22,spotify:album:2h5LDCGJCWUyaoEXQZHky6,25rc1PFgPvtV6GFSloyOI0,spotify:track:25rc1PFgPvtV6GFSloyOI0,264973,True,57,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
125,ALWAYS STRIVE AND PROSPER,2h5LDCGJCWUyaoEXQZHky6,A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL,Let It Bang (feat. ScHoolboy Q),2016-06-22,spotify:album:2h5LDCGJCWUyaoEXQZHky6,4yJ61FeTLi14BHzJXzurPi,spotify:track:4yJ61FeTLi14BHzJXzurPi,151306,True,47,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
126,ALWAYS STRIVE AND PROSPER,2h5LDCGJCWUyaoEXQZHky6,A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL,Back Hurt (feat. Migos),2016-06-22,spotify:album:2h5LDCGJCWUyaoEXQZHky6,4BWuRZe5uDrhcO3QDhNaxQ,spotify:track:4BWuRZe5uDrhcO3QDhNaxQ,216200,True,38,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
127,Blasé (feat. Future & Rae Sremmurd),5ldRgI299TdXpk14v9uUJS,Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,Blasé (feat. Future & Rae Sremmurd),2015-06-26,spotify:album:5ldRgI299TdXpk14v9uUJS,3nW6HqoWdzpdz2oAzkHEoV,spotify:track:3nW6HqoWdzpdz2oAzkHEoV,286144,True,36,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
128,Rodeo (Expanded Edition),4PWBTB6NYSKQwfo79I3prg,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Antidote,2015-09-04,spotify:album:4PWBTB6NYSKQwfo79I3prg,1wHZx0LgzFHyeIZkUydNXq,spotify:track:1wHZx0LgzFHyeIZkUydNXq,262693,True,76,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
129,Campaign,7bSsdgWDh5VRI3ZVOXQEj4,Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,??? (Where) [feat. Migos],2016-09-23,spotify:album:7bSsdgWDh5VRI3ZVOXQEj4,11byn9E2NCI65biHtKOLG2,spotify:track:11byn9E2NCI65biHtKOLG2,265830,True,43,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
130,Trap Lord,3smlfAmejcKMmAPg1G2Kki,A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL,Shabba (feat. A$AP Rocky),2013-08-19,spotify:album:3smlfAmejcKMmAPg1G2Kki,7eaKWfov7b2Qa2n6HTesL3,spotify:track:7eaKWfov7b2Qa2n6HTesL3,275866,True,65,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
131,Birds In The Trap Sing McKnight,42WVQWuf1teDysXiOupIZt,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,way back,2016-09-16,spotify:album:42WVQWuf1teDysXiOupIZt,2Zy7XVdxyZQB8xp5xbpJdl,spotify:track:2Zy7XVdxyZQB8xp5xbpJdl,272500,True,68,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
132,When It's Dark Out,09Q3WwGYsQe5ognkvVkmCu,G-Eazy,02kJSzxNuaWGqwubyUba0Z,Calm Down,2015-12-04,spotify:album:09Q3WwGYsQe5ognkvVkmCu,7xq3uN2toVZ8IbNzfTucyJ,spotify:track:7xq3uN2toVZ8IbNzfTucyJ,127426,True,63,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
133,"Hella Hoes (feat. A$AP Rocky, A$AP Ferg, A$AP Nast & A$AP Twelvyy)",2WNrT4HGWNJy7xJCZ92Oot,A$AP Mob,7yO4IdJjCEPz7YgZMe25iS,"Hella Hoes (feat. A$AP Rocky, A$AP Ferg, A$AP Nast & A$AP Twelvyy)",2014-06-06,spotify:album:2WNrT4HGWNJy7xJCZ92Oot,7MDKvOzNgAJ3KMCtaP2UOa,spotify:track:7MDKvOzNgAJ3KMCtaP2UOa,211964,True,54,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
134,Esco Terrestrial,5VletxPN96AaegDoYdMJwy,Future,1RyvyyTE3xzB2ZywiAwp0i,Who,2016-10-06,spotify:album:5VletxPN96AaegDoYdMJwy,2FzMXRTlAbHkEP1N5RrXaW,spotify:track:2FzMXRTlAbHkEP1N5RrXaW,192313,True,0,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
135,The Return of East Atlanta Santa,4MoVPs5mVFmZ4N6RmNTFWB,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,Both (feat. Drake),2016-12-16,spotify:album:4MoVPs5mVFmZ4N6RmNTFWB,5tFep7dXGd7vEJ668wTPux,spotify:track:5tFep7dXGd7vEJ668wTPux,190311,True,70,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
136,Young Rich N*ggas,4YmTZjHk8SmTFTiVMXBN1A,Migos,6oMuImdp5ZcFhWP0ESe6mG,Hannah Montana,2013-07-09,spotify:album:4YmTZjHk8SmTFTiVMXBN1A,3SnLc0bQjQeE3HgGdNfb8u,spotify:track:3SnLc0bQjQeE3HgGdNfb8u,212712,True,49,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
137,Call Casting,45Xfa1nwgqACv4BG1WJYFf,Migos,6oMuImdp5ZcFhWP0ESe6mG,Call Casting,2017-01-12,spotify:album:45Xfa1nwgqACv4BG1WJYFf,2SxF6pKTGmQLfkWua5d8j8,spotify:track:2SxF6pKTGmQLfkWua5d8j8,232705,True,27,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
138,Fake Love,1YxmW7DO2dM05gwMKTbr7l,Drake,3TVXtAsR1Inumwj472S9r4,Fake Love,2016-10-24,spotify:album:1YxmW7DO2dM05gwMKTbr7l,6NMNgWgEAzde5M8U3lc6FN,spotify:track:6NMNgWgEAzde5M8U3lc6FN,207813,True,0,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
139,Sneakin’,2z3NlPY0n0gHJPCPqrzA6V,Drake,3TVXtAsR1Inumwj472S9r4,Sneakin’,2016-10-24,spotify:album:2z3NlPY0n0gHJPCPqrzA6V,4ckuS4Nj4FZ7i3Def3Br8W,spotify:track:4ckuS4Nj4FZ7i3Def3Br8W,251333,True,65,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
140,Schemin Up (feat. Drake and P. Reign),6cgyMrFiZf5J9RIbwyX7WL,OB OBrien,4thGcsymOK5oc43gJVtAqZ,Schemin Up (feat. Drake and P. Reign),2014-12-15,spotify:album:6cgyMrFiZf5J9RIbwyX7WL,63M8PK8yavNITSViKUB62p,spotify:track:63M8PK8yavNITSViKUB62p,330769,True,52,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
141,Up For Days,7MH5ah4TuR5b7ENaloxEtr,Belly,0FOWNUFHPnMy0vOw1siGqi,Might Not,2015-11-20,spotify:album:7MH5ah4TuR5b7ENaloxEtr,5e9aFSdnkQUrm5y8Dhw0qN,spotify:track:5e9aFSdnkQUrm5y8Dhw0qN,224213,True,67,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
